transaction_id,timestamp,amount,merchant_category,transaction_location,device_type,payment_type,customer_age,days_since_last_transaction,transaction_frequency,average_transaction_amount,is_weekend,is_night,distance_from_home,previous_fraud_flag,is_fraud
129,71911,141.94,Clothing,New York,Mobile,Debit Card,58,7,7,425.85,0,0,71.26,0,1
130,56045,406.99,Entertainment,Los Angeles,In-store,Debit Card,23,28,16,403.56,0,0,68.8,1,0
131,67215,324.67,Clothing,Seattle,In-store,Credit Card,28,29,1,264.07,0,0,31.93,1,0
132,33828,87.84,Clothing,Los Angeles,Web,Bank Transfer,55,11,1,131.79,0,1,25.22,0,0
133,55821,633.61,Clothing,Los Angeles,Web,Credit Card,23,20,17,425.76,0,1,95.59,1,0
134,62624,736.17,Travel,Houston,Web,Debit Card,62,9,1,369.04,1,0,92.33,1,0
135,81735,848.28,Dining,Houston,Mobile,Debit Card,28,22,13,490.77,0,0,45.73,1,0
136,75451,123.65,Clothing,Seattle,Mobile,Bank Transfer,31,19,9,94.73,1,1,84.62,1,0
137,22300,876.57,Clothing,Houston,Web,Credit Card,19,16,15,128.32,0,0,45.23,1,0
138,43586,643.28,Dining,San Francisco,Web,Debit Card,57,10,3,121.66,1,0,42.44,1,0
139,64045,704.24,Grocery,Seattle,Mobile,Debit Card,20,1,14,400.42,1,1,15.68,0,1
140,42558,910.71,Clothing,Houston,Mobile,Debit Card,70,25,11,109.72,0,1,42.64,1,0
141,49081,625.14,Travel,Seattle,Mobile,Bank Transfer,52,25,12,52.0,0,0,53.74,1,0
142,2694,336.53,Entertainment,Los Angeles,Mobile,Debit Card,50,3,13,499.31,0,1,2.25,0,0
143,69164,825.28,Entertainment,Los Angeles,Web,Debit Card,41,0,13,31.91,0,0,44.41,1,1
144,25940,363.7,Electronics,Seattle,Mobile,Credit Card,36,14,1,420.92,0,1,78.14,1,0
145,48926,35.19,Electronics,San Francisco,Web,Credit Card,35,12,10,195.38,1,1,68.0,0,0
146,42942,830.82,Entertainment,San Francisco,In-store,Debit Card,66,7,3,423.98,0,0,63.52,0,0
147,21835,345.85,Entertainment,Seattle,In-store,Debit Card,69,24,4,286.22,0,1,90.96,0,0
148,18048,774.06,Travel,Houston,Mobile,Credit Card,41,3,16,452.78,1,0,1.8,0,1
149,26106,363.4,Dining,Chicago,In-store,Bank Transfer,62,9,8,464.57,0,1,55.7,0,0
150,75767,861.21,Electronics,San Francisco,In-store,Bank Transfer,52,18,16,24.37,1,0,78.73,0,0
151,15708,220.29,Dining,New York,In-store,Bank Transfer,18,17,17,56.2,0,1,54.13,0,0
152,21977,974.57,Travel,Los Angeles,Mobile,Bank Transfer,53,4,19,140.17,1,1,32.39,1,0
153,44263,779.98,Entertainment,Seattle,Mobile,Bank Transfer,42,29,15,341.27,0,0,13.63,1,0
154,23777,115.12,Clothing,New York,In-store,Bank Transfer,62,18,16,446.37,1,1,88.76,1,0
155,30081,566.21,Dining,Seattle,Web,Bank Transfer,66,25,15,240.77,1,0,47.08,0,0
156,66843,985.38,Entertainment,Los Angeles,In-store,Bank Transfer,60,22,2,311.35,0,1,87.81,1,0
157,61374,471.59,Entertainment,Los Angeles,Mobile,Credit Card,51,26,11,110.48,0,1,58.59,0,1
158,6777,182.93,Grocery,San Francisco,Mobile,Bank Transfer,42,21,1,406.38,0,0,67.42,1,0
159,55017,485.29,Dining,San Francisco,Mobile,Bank Transfer,33,15,15,484.32,1,1,80.43,1,0
160,9475,512.95,Clothing,New York,In-store,Bank Transfer,51,0,19,148.93,1,1,65.92,1,0
161,58054,741.95,Dining,Seattle,Web,Debit Card,46,11,4,257.52,1,0,39.81,1,0
162,21960,699.15,Entertainment,Los Angeles,Mobile,Credit Card,36,23,11,61.34,0,1,51.36,0,0
163,5531,403.15,Clothing,New York,Mobile,Credit Card,40,1,5,288.39,0,0,80.3,0,0
164,3749,218.81,Travel,Chicago,In-store,Credit Card,36,20,3,261.34,1,0,37.37,1,0
165,13546,645.41,Grocery,New York,Web,Bank Transfer,42,24,13,89.33,0,0,38.81,0,0
166,66200,422.28,Entertainment,Houston,In-store,Bank Transfer,33,7,10,232.19,1,1,9.57,0,1
167,34767,133.14,Electronics,New York,Mobile,Debit Card,68,17,11,180.37,0,1,91.46,1,0
168,73531,900.67,Electronics,Houston,Web,Credit Card,26,24,18,270.48,0,0,9.1,0,0
169,61088,691.53,Grocery,Houston,Web,Bank Transfer,18,15,2,301.11,1,1,64.82,0,1
170,68841,683.5,Travel,Houston,Mobile,Credit Card,59,4,7,24.08,0,0,41.32,0,0
171,54385,822.76,Entertainment,Chicago,Web,Debit Card,36,25,9,385.28,0,1,40.56,0,0
172,51006,530.13,Dining,New York,Web,Debit Card,50,29,10,362.25,0,0,67.96,1,0
173,46577,815.24,Grocery,New York,In-store,Debit Card,51,21,18,195.82,0,0,6.71,1,0
174,39354,498.59,Travel,Chicago,Mobile,Credit Card,33,12,7,45.41,0,1,59.37,0,0
175,62004,68.11,Dining,Los Angeles,Mobile,Bank Transfer,61,18,7,382.37,1,0,77.2,1,0
176,83212,405.84,Electronics,San Francisco,Mobile,Bank Transfer,57,28,3,478.48,0,0,82.82,1,0
177,52734,497.97,Electronics,New York,Mobile,Debit Card,35,2,12,135.27,1,1,17.05,1,0
178,65319,720.48,Dining,San Francisco,Mobile,Bank Transfer,51,25,7,175.29,0,0,89.74,0,0
179,23665,107.47,Grocery,Seattle,Web,Debit Card,42,7,17,108.23,0,0,65.61,0,0
180,67173,140.88,Electronics,Seattle,In-store,Credit Card,62,26,1,296.93,1,1,88.19,1,0
181,85617,264.42,Entertainment,Chicago,Mobile,Debit Card,23,25,5,94.32,1,0,48.53,1,0
182,26737,267.23,Clothing,Seattle,In-store,Credit Card,38,25,16,190.97,0,0,54.2,0,0
183,855,732.45,Dining,Seattle,In-store,Debit Card,23,30,15,354.57,0,0,91.9,1,0
184,38624,251.48,Dining,Los Angeles,Web,Bank Transfer,49,11,2,288.86,1,0,89.99,0,0
185,7393,633.46,Electronics,Los Angeles,Mobile,Bank Transfer,58,1,9,205.5,1,0,44.82,1,0
186,55681,494.78,Grocery,Los Angeles,Web,Debit Card,65,10,7,221.72,1,0,27.44,0,0
187,46718,573.72,Entertainment,Seattle,Mobile,Bank Transfer,60,11,4,289.81,1,0,39.32,0,1
188,50860,838.27,Grocery,Chicago,Web,Bank Transfer,56,27,18,22.82,0,0,38.78,0,0
189,26310,404.98,Travel,Houston,In-store,Bank Transfer,48,17,4,57.68,0,1,28.69,0,0
190,63735,771.14,Travel,Houston,Mobile,Credit Card,59,12,13,443.0,0,0,26.86,1,0
191,70468,422.61,Clothing,San Francisco,In-store,Bank Transfer,27,4,1,57.38,0,0,86.11,0,1
192,52663,354.52,Electronics,Houston,In-store,Credit Card,47,21,3,359.27,0,1,6.99,1,0
193,12689,958.67,Electronics,Houston,Web,Debit Card,69,11,16,461.62,1,0,67.76,0,0
194,25343,185.19,Electronics,Los Angeles,Mobile,Bank Transfer,35,1,4,149.93,1,0,17.28,0,0
195,37158,91.25,Clothing,Los Angeles,In-store,Bank Transfer,41,30,16,197.84,1,0,34.45,1,0
196,67864,771.21,Travel,Seattle,Web,Bank Transfer,69,4,19,293.08,0,0,6.15,1,1
197,52084,69.18,Grocery,San Francisco,Mobile,Debit Card,26,6,1,443.22,1,0,27.0,1,0
198,65734,837.24,Clothing,New York,Mobile,Credit Card,48,25,5,472.11,0,0,76.84,0,0
199,34699,437.76,Clothing,San Francisco,In-store,Credit Card,32,25,19,374.99,0,1,88.5,0,0
200,80624,915.6,Grocery,San Francisco,Mobile,Bank Transfer,21,23,11,61.58,0,1,22.15,1,0
201,22672,721.81,Electronics,Chicago,In-store,Debit Card,57,11,13,341.19,1,1,46.35,0,0
202,25185,610.79,Entertainment,Seattle,Mobile,Debit Card,26,15,5,216.95,0,1,47.03,1,0
203,42108,949.36,Grocery,Chicago,Web,Debit Card,62,22,4,245.94,0,1,87.36,0,0
204,86203,397.25,Travel,San Francisco,In-store,Debit Card,26,7,4,43.59,1,0,76.28,0,0
205,51664,954.13,Dining,San Francisco,In-store,Debit Card,43,29,4,111.71,0,0,51.31,0,0
206,15709,135.87,Dining,San Francisco,Mobile,Credit Card,21,27,4,399.45,1,0,67.07,1,0
207,49812,484.27,Clothing,Houston,Mobile,Credit Card,34,8,18,237.9,0,0,84.74,0,0
208,2812,270.64,Dining,Chicago,In-store,Credit Card,33,14,18,164.8,1,0,0.95,1,0
209,56251,540.3,Entertainment,San Francisco,Mobile,Bank Transfer,32,4,16,204.33,0,1,40.29,1,0
210,72083,162.85,Electronics,Los Angeles,Web,Debit Card,52,12,9,430.11,0,1,90.72,0,0
211,34755,841.69,Travel,Seattle,Mobile,Bank Transfer,69,4,18,379.52,1,0,74.03,1,0
212,11412,846.56,Entertainment,Seattle,Web,Debit Card,22,10,2,150.71,0,0,54.28,1,0
213,2912,955.28,Travel,Los Angeles,Web,Credit Card,22,9,4,76.4,1,0,52.96,0,0
214,67271,155.52,Travel,Seattle,Web,Bank Transfer,37,19,12,140.96,0,1,34.78,1,0
215,83764,623.71,Electronics,Houston,Web,Credit Card,32,12,7,461.96,1,1,52.05,1,0
216,8681,474.76,Clothing,Houston,Web,Debit Card,35,8,15,299.16,0,0,65.54,0,0
217,84897,345.04,Dining,New York,Mobile,Debit Card,64,20,7,276.07,0,1,41.84,0,1
218,83880,352.19,Electronics,New York,Web,Debit Card,19,13,17,306.27,0,0,71.42,0,0
219,71296,413.38,Entertainment,New York,Mobile,Credit Card,46,17,16,195.69,1,1,86.12,1,1
220,11112,705.22,Clothing,Seattle,Web,Debit Card,30,14,19,407.41,1,1,15.47,1,0
221,37505,598.69,Entertainment,Houston,In-store,Credit Card,21,9,9,271.18,1,0,45.15,0,0
222,1803,460.22,Clothing,Houston,Web,Bank Transfer,59,23,14,76.04,1,1,40.8,1,0
223,8156,76.86,Entertainment,Houston,In-store,Debit Card,62,30,17,81.95,1,1,68.75,0,0
224,73657,78.69,Electronics,Los Angeles,Web,Debit Card,27,6,5,277.69,0,0,24.99,0,0
225,39385,3.34,Clothing,Houston,Web,Debit Card,48,7,2,469.55,0,1,64.03,0,0
226,47255,967.73,Clothing,Los Angeles,Web,Bank Transfer,58,27,16,168.01,0,0,87.75,1,0
227,21919,6.25,Travel,New York,In-store,Debit Card,25,2,14,437.38,0,1,41.81,1,0
228,85982,103.99,Travel,New York,In-store,Credit Card,20,30,14,386.77,0,0,91.1,0,0
229,60714,315.28,Grocery,Seattle,Web,Credit Card,65,14,1,138.95,1,0,99.32,0,0
230,30307,807.62,Entertainment,New York,Mobile,Debit Card,63,15,3,37.44,0,1,10.61,1,0
231,16647,962.14,Travel,Seattle,Web,Debit Card,26,3,7,68.89,1,1,23.31,0,0
232,46844,790.22,Grocery,San Francisco,In-store,Bank Transfer,47,20,15,369.68,0,0,95.04,1,0
233,16372,690.87,Travel,San Francisco,Web,Bank Transfer,70,5,19,115.84,1,1,95.83,0,0
234,77372,521.78,Entertainment,Chicago,In-store,Bank Transfer,28,0,2,198.21,1,1,9.77,0,0
235,2050,87.62,Clothing,Seattle,In-store,Debit Card,52,3,19,260.82,1,1,1.5,1,0
236,31617,958.21,Dining,Chicago,In-store,Bank Transfer,54,10,9,368.22,0,0,16.11,1,0
237,20933,758.63,Entertainment,Chicago,Web,Bank Transfer,59,11,19,74.35,0,0,99.6,1,0
238,29856,639.31,Electronics,San Francisco,In-store,Credit Card,30,25,5,215.06,0,0,18.0,1,0
239,61435,759.28,Travel,Seattle,In-store,Bank Transfer,53,28,18,252.83,0,1,50.25,1,0
240,72695,724.38,Travel,San Francisco,Web,Credit Card,30,4,16,279.6,1,1,84.84,0,0
241,43017,637.59,Clothing,Chicago,In-store,Credit Card,29,22,4,412.81,1,0,2.04,0,0
242,7401,980.6,Electronics,Seattle,Web,Bank Transfer,54,28,12,102.41,1,0,60.45,1,0
243,42643,903.46,Clothing,Chicago,In-store,Credit Card,27,20,7,407.76,1,1,27.7,1,0
244,15152,647.02,Electronics,Houston,Mobile,Debit Card,26,15,14,352.58,0,1,86.23,0,0
245,51408,693.48,Dining,Seattle,Mobile,Debit Card,69,12,12,286.82,1,1,28.35,0,0
246,66691,52.54,Travel,Seattle,In-store,Bank Transfer,24,12,3,355.77,0,1,68.68,1,0
247,4500,670.25,Travel,Chicago,Mobile,Debit Card,19,16,5,217.77,1,0,67.42,1,1
248,6296,45.12,Dining,Houston,Web,Credit Card,40,26,17,86.43,1,1,22.15,0,0
249,59041,588.68,Grocery,Los Angeles,Mobile,Debit Card,56,6,10,339.57,1,1,3.48,1,0
250,12184,999.35,Clothing,San Francisco,In-store,Bank Transfer,57,7,10,271.84,0,0,40.92,0,0
251,29300,556.25,Dining,Chicago,In-store,Bank Transfer,56,12,11,326.9,0,0,28.92,0,0
252,12875,473.74,Clothing,Seattle,Web,Credit Card,38,22,17,182.24,1,1,80.9,1,0
253,32712,313.54,Entertainment,San Francisco,In-store,Bank Transfer,40,26,5,455.3,1,0,80.04,0,0
254,5540,121.4,Travel,San Francisco,Web,Debit Card,46,15,13,301.94,1,1,45.7,0,0
255,53352,731.29,Clothing,San Francisco,Mobile,Bank Transfer,31,29,10,60.99,0,1,60.65,0,0
256,61268,193.41,Electronics,Los Angeles,Mobile,Credit Card,43,28,9,235.91,0,0,60.43,1,0
257,48355,116.17,Clothing,New York,Web,Bank Transfer,68,30,17,383.05,0,0,82.72,0,0
258,2558,422.34,Entertainment,Chicago,Web,Debit Card,22,3,1,401.18,1,1,42.5,1,0
259,38361,795.55,Travel,New York,In-store,Credit Card,48,7,4,257.41,0,0,27.54,0,1
260,82019,745.32,Dining,New York,Mobile,Debit Card,42,15,4,449.48,1,1,26.5,0,0
261,2201,55.83,Entertainment,New York,Web,Credit Card,48,30,18,148.48,0,1,53.62,0,0
262,68498,455.69,Travel,San Francisco,Mobile,Bank Transfer,67,20,9,217.09,1,1,44.91,0,0
263,46976,522.91,Clothing,Houston,Web,Credit Card,37,9,18,451.33,1,0,44.01,0,0
264,21358,644.9,Grocery,San Francisco,Mobile,Credit Card,61,24,14,450.2,0,1,9.11,1,0
265,77506,650.52,Grocery,San Francisco,In-store,Bank Transfer,34,11,15,349.14,1,1,71.86,1,0
266,2870,365.33,Electronics,Seattle,Mobile,Debit Card,62,11,6,432.31,1,1,21.37,0,0
267,61136,561.12,Travel,Seattle,Mobile,Bank Transfer,19,25,10,62.61,1,0,19.7,1,0
